Date,Winner,WinnerScore,Loser,LoserScore,,,,,
3/1/2025,@St Mary's CA,74,Oregon St,64,,,,,
3/1/2025,@St Thomas MN,65,Missouri KC,59,,,,,
3/1/2025,@Tennessee,79,Alabama,76,,,,,
3/1/2025,Lindenwood,76,@Tennessee Tech,74,,,,,
3/1/2025,@Tennessee St,74,Southern Indiana,69,,,,,
3/1/2025,Georgia,83,@Texas,67,,,,,
3/1/2025,@UC Irvine,70,Long Beach St,60,,,,,
3/1/2025,Abilene Chr,70,@UT Arlington,59,,,,,
3/1/2025,Morehead St,59,@TN Martin,47,,,,,
3/1/2025,Cal Baptist,61,@Utah Tech,57,,,,,
3/1/2025,@Utah Valley,100,Southern Utah,59,,,,,
3/1/2025,MTSU,76,@UTEP,75,O1,,,,
3/1/2025,@Vanderbilt,97,Missouri,93,O1,,,,
3/1/2025,Chattanooga,91,@VMI,70,,,,,
3/1/2025,Furman,78,@Wofford,75,,,,,
3/1/2025,@Cal Poly,98,CS Bakersfield,72,,,,,
3/1/2025,@UC San Diego,100,CS Fullerton,55,,,,,
3/1/2025,Montana St,87,@CS Sacramento,60,,,,,
3/1/2025,@Alcorn St,71,Prairie View,55,,,,,
3/1/2025,@Delaware St,83,Coppin St,79,,,,,
3/1/2025,Idaho St,78,@E Washington,54,,,,,
3/1/2025,LIU Brooklyn,74,@F Dickinson,55,,,,,
3/1/2025,@Harvard,74,Yale,69,,,,,
3/1/2025,@Idaho,81,Weber St,79,O1,,,,
3/1/2025,Incarnate Word,75,@East Texas A&M,68,,,,,
3/1/2025,@Jackson St,67,TX Southern,52,,,,,
3/1/2025,McNeese St,68,@Lamar,66,,,,,
3/1/2025,@Stonehill,85,Le Moyne,79,,,,,
3/1/2025,@Navy,81,Loyola MD,68,,,,,
3/1/2025,Morgan St,75,@MD E Shore,72,,,,,
3/1/2025,Ark Pine Bluff,83,@MS Valley St,58,,,,,
3/1/2025,@UTRGV,88,New Orleans,78,,,,,
3/1/2025,Nicholls St,94,@SF Austin,70,,,,,
3/1/2025,N Colorado,83,@Northern Arizona,73,,,,,
3/1/2025,Penn,92,@Columbia,87,,,,,
3/1/2025,@Portland St,79,Montana,76,O1,,,,
3/1/2025,@St Francis PA,80,Chicago St,71,O1,,,,
3/1/2025,@Bethune-Cookman,70,Southern Univ,69,,,,,
3/1/2025,@TAM C. Christi,68,SE Louisiana,54,,,,,
3/1/2025,@Boston Univ,66,Lafayette,64,,,,,
3/1/2025,@CS Northridge,103,UC Santa Barbara,77,,,,,
3/1/2025,@Colorado St,93,Utah St,66,,,,,
3/1/2025,Central Conn,55,@Wagner,48,,,,,
3/1/2025,Marquette,76,@Georgetown,61,,,,,
3/1/2025,@St John's,71,Seton Hall,61,,,,,
3/1/2025,Connecticut,75,@Providence,63,,,,,
3/1/2025,@Villanova,80,Butler,70,,,,,
3/1/2025,@Xavier,83,Creighton,61,,,,,
3/1/2025,@Northwestern LA,61,Houston Chr,56,,,,,
3/1/2025,@N Kentucky,88,Youngstown St,79,,,,,
3/1/2025,Oakland,87,@WI Green Bay,84,O1,,,,
3/1/2025,@WI Milwaukee,89,Detroit,67,,,,,
3/1/2025,@Cleveland St,68,PFW,57,,,,,
3/1/2025,@IUPUI,91,Wright St,84,,,,,
3/1/2025,@Col Charleston,87,Campbell,65,,,,,
3/1/2025,@Stony Brook,71,Elon,66,,,,,
3/1/2025,@Hofstra,70,NC A&T,49,,,,,
3/1/2025,@Towson,75,Hampton,72,,,,,
3/1/2025,@UNC Wilmington,88,Delaware,58,,,,,
3/1/2025,@Drexel,71,Monmouth NJ,61,,,,,
3/1/2025,Northeastern,70,@William & Mary,68,,,,,
3/2/2025,@Cornell,102,Princeton,70,,,,,
3/2/2025,@Illinois St,62,Evansville,53,,,,,
3/2/2025,@IL Chicago,77,Valparaiso,73,,,,,
3/2/2025,@Indiana St,95,S Illinois,77,,,,,
3/2/2025,@Drake,68,Missouri St,60,O1,,,,
3/2/2025,@Bradley,73,Northern Iowa,56,,,,,
3/2/2025,@Michigan St,71,Wisconsin,62,,,,,
3/2/2025,Illinois,93,@Michigan,73,,,,,
3/2/2025,@Belmont,70,Murray St,60,,,,,
3/2/2025,@Kansas St,65,Colorado,56,,,,,
3/2/2025,Memphis,88,@UAB,81,,,,,
3/2/2025,@UT San Antonio,84,Rice,56,,,,,
3/2/2025,@East Carolina,78,Charlotte,76,,,,,
3/2/2025,FL Atlantic,69,@South Florida,63,,,,,
3/2/2025,Kennesaw,85,@Liberty,80,,,,,
3/2/2025,Austin Peay,90,North Florida,69,P,"Florence,",AL,,
3/2/2025,Cent Arkansas,77,Stetson,72,P,"Nashville,",TN,,
3/2/2025,Iona,82,@Canisius,52,,,,,
3/2/2025,St Peter's,57,@Marist,52,,,,,
3/2/2025,@Merrimack,73,Quinnipiac,63,,,,,
3/2/2025,@Mt St Mary's,85,Siena,79,,,,,
3/2/2025,@Sacred Heart,83,Fairfield,62,,,,,
3/2/2025,Manhattan,85,@Niagara,70,,,,,
3/3/2025,@Morgan St,87,Delaware St,81,,,,,
3/3/2025,UCLA,73,@Northwestern,69,,,,,
3/3/2025,@Duke,93,Wake Forest,60,,,,,
3/3/2025,@Houston,65,Kansas,59,,,,,
3/3/2025,@North Texas,68,Wichita St,66,,,,,
3/3/2025,@S Carolina St,79,Howard,69,,,,,
3/3/2025,@NC Central,91,Norfolk St,87,O1,,,,
3/3/2025,@Jacksonville,78,E Kentucky,67,P,,,,
3/3/2025,Queens NC,71,@FGCU,65,P,,,,
3/3/2025,@North Alabama,90,Austin Peay,64,P,,,,
3/3/2025,@Lipscomb,84,Cent Arkansas,66,P,,,,
3/3/2025,@Portland St,59,CS Sacramento,56,,,,,
3/3/2025,TX Southern,75,@Alcorn St,59,,,,,
3/3/2025,MD E Shore,72,@Coppin St,59,,,,,
3/3/2025,@Montana,83,E Washington,72,,,,,
3/3/2025,@Montana St,75,Idaho,60,,,,,
3/3/2025,Northern Arizona,82,@Idaho St,79,,,,,
3/3/2025,@Northwestern LA,73,Incarnate Word,57,,,,,
3/3/2025,@Jackson St,88,Prairie View,74,,,,,
3/3/2025,@Lamar,65,Nicholls St,53,,,,,
3/3/2025,McNeese St,95,@SF Austin,64,,,,,
3/3/2025,@TAM C. Christi,95,New Orleans,62,,,,,
3/3/2025,N Colorado,68,@Weber St,63,,,,,
3/3/2025,@Bethune-Cookman,78,Grambling,71,,,,,
3/3/2025,@UTRGV,77,SE Louisiana,76,,,,,
3/3/2025,Southern Univ,73,@Florida A&M,70,,,,,
3/3/2025,@East Texas A&M,63,Houston Chr,59,,,,,
3/4/2025,@Vermont,79,SUNY Albany,71,,,,,
3/4/2025,@Maine,71,MA Lowell,70,,,,,
3/4/2025,New Mexico,71,@Nevada,67,,,,,
3/4/2025,NJIT,75,@Binghamton,72,,,,,
3/4/2025,@Fresno St,62,Wyoming,58,,,,,
3/4/2025,@Bryant,90,New Hampshire,56,,,,,
3/4/2025,@Dayton,75,St Louis,67,,,,,
3/4/2025,VCU,71,@Duquesne,62,,,,,
3/4/2025,@Colorado St,83,San Jose St,56,,,,,
3/4/2025,@UNLV,74,San Diego St,67,,,,,
3/4/2025,Boise St,80,@Air Force,57,,,,,
3/4/2025,@Purdue,100,Rutgers,71,,,,,
3/4/2025,@Oregon,73,Indiana,64,,,,,
3/4/2025,@Ohio St,116,Nebraska                1,14,O2,,,,
3/4/2025,@Georgia Tech,89,Miami FL,74,,,,,
3/4/2025,North Carolina,91,@Virginia Tech,59,,,,,
3/4/2025,@Virginia,60,Florida St,57,,,,,
3/4/2025,@SMU,77,Syracuse,75,,,,,
3/4/2025,Baylor,61,@TCU,58,,,,,
3/4/2025,West Virginia,71,@Utah,69,,,,,
3/4/2025,BYU,88,@Iowa St,85,O2,,,,
3/4/2025,@Arizona,113,Arizona St              1,0,,,,,
3/4/2025,Temple,81,@Tulsa,77,,,,,
3/4/2025,Memphis,75,@UT San Antonio,70,,,,,
3/4/2025,@Wright St,98,IUPUI,85,P,,,,
3/4/2025,Southern Miss,66,Coastal Car,63,P,"Pensacola,",FL,,
3/4/2025,@N Kentucky,99,Detroit,75,P,,,,
3/4/2025,@Lafayette,69,Holy Cross,68,P,,,,
3/4/2025,@Oakland,96,WI Green Bay,72,P,,,,
3/4/2025,@Loyola MD,77,Lehigh,73,P,,,,
3/4/2025,Louisiana,73,ULM,69,PO1,"Pensacola,",FL,,
3/4/2025,C Michigan,69,@Ball St,67,,,,,
3/4/2025,Miami OH,84,@Buffalo,69,,,,,
3/4/2025,@Kentucky,95,LSU,64,,,,,
3/4/2025,Texas,87,@Mississippi St,82,O1,,,,
3/4/2025,Bowling Green,71,@N Illinois,58,,,,,
3/4/2025,E Michigan,83,@Ohio,79,,,,,
3/4/2025,Georgia,73,@South Carolina,64,,,,,
3/4/2025,@Texas A&M,83,Auburn,72,,,,,
3/4/2025,Akron,96,@Toledo,87,,,,,
3/4/2025,Arkansas,90,@Vanderbilt,77,,,,,
3/4/2025,Kent,77,@W Michigan,76,,,,,
3/4/2025,Creighton,79,@Seton Hall,61,,,,,
3/4/2025,@Georgetown,75,Villanova,73,,,,,
3/5/2025,@St Joseph's PA,91,Rhode Island,74,,,,,
3/5/2025,@George Mason,69,La Salle,62,,,,,
3/5/2025,G Washington,81,@Fordham,58,,,,,
3/5/2025,@Loyola-Chicago,82,Davidson,72,,,,,
3/5/2025,@USC,92,Washington,61,,,,,
3/5/2025,Wisconsin,74,@Minnesota,67,,,,,
3/5/2025,Maryland,71,@Michigan,65,,,,,
3/5/2025,Florida,99,@Alabama,94,,,,,
3/5/2025,@NC State,71,Pittsburgh,63,,,,,
3/5/2025,Clemson,78,@Boston College,69,,,,,
3/5/2025,@St Bonaventure,73,Massachusetts,72,,,,,
3/5/2025,@Notre Dame,56,Stanford,54,,,,,
3/5/2025,@Louisville,85,California,68,,,,,
3/5/2025,@UCF,83,Oklahoma St,70,,,,,
3/5/2025,Kansas St,54,@Cincinnati,49,,,,,
3/5/2025,@Texas Tech,91,Colorado,75,,,,,
3/5/2025,@Mississippi,78,Tennessee,76,,,,,
3/5/2025,@Oklahoma,96,Missouri,84,,,,,
3/5/2025,@Connecticut,72,Marquette,66,,,,,
3/5/2025,Gardner Webb,83,SC Upstate,63,P,Johnson,"City,",TN,
3/5/2025,@Central Conn,86,Le Moyne,67,P,,,,
3/5/2025,@LIU Brooklyn,68,Chicago St,57,P,,,,
3/5/2025,@F Dickinson,71,Stonehill,56,P,,,,
3/5/2025,Lindenwood,73,Morehead St,65,P,"Evansville,",IN,,
3/5/2025,@St Francis PA,58,Wagner,55,P,,,,
3/5/2025,Missouri KC,73,Oral Roberts,56,P,Sioux,"Falls,",SD,
3/5/2025,Ga Southern,78,Southern Miss,64,P,"Pensacola,",FL,,
3/5/2025,Old Dominion,67,Louisiana,49,P,"Pensacola,",FL,,
3/5/2025,TN Martin,70,Tennessee Tech,67,P,"Evansville,",IN,,
3/5/2025,Xavier,91,@Butler,78,,,,,
3/5/2025,DePaul,80,@Providence,77,,,,,
3/6/2025,Norfolk St,81,@Howard,69,,,,,
3/6/2025,@Grambling,67,Alabama A&M,51,,,,,
3/6/2025,Michigan St,91,@Iowa,84,,,,,
3/6/2025,Wichita St,63,@Rice,59,,,,,
3/6/2025,@North Texas,75,Charlotte,64,,,,,
3/6/2025,@East Carolina,73,Tulane,64,,,,,
3/6/2025,@UAB,89,FL Atlantic,80,,,,,
3/6/2025,@S Carolina St,87,NC Central,71,,,,,
3/6/2025,Navy,86,@Boston Univ,78,P,,,,
3/6/2025,St Thomas MN,80,Denver,62,P,Sioux,"Falls,",SD,
3/6/2025,@Colgate,84,Army,55,P,,,,
3/6/2025,Illinois St,70,Missouri St,54,P,St.,"Louis,",MO,
3/6/2025,@Youngstown St,72,PFW,67,P,,,,
3/6/2025,@Lipscomb,81,Queens NC,75,PO1,,,,
3/6/2025,Tennessee St,69,Lindenwood,55,P,"Evansville,",IN,,
3/6/2025,S Illinois,86,Indiana St,85,P,St.,"Louis,",MO,
3/6/2025,@North Alabama,78,Jacksonville,63,P,,,,
3/6/2025,@American Univ,71,Lafayette,69,P,,,,
3/6/2025,NE Omaha,70,Missouri KC,61,P,Sioux,"Falls,",SD,
3/6/2025,Ark Little Rock,82,TN Martin,77,P,"Evansville,",IN,,
3/6/2025,@Bucknell,76,Loyola MD,72,PO1,,,,
3/6/2025,Murray St,74,Evansville,53,P,St.,"Louis,",MO,
3/6/2025,@Cleveland St,68,N Kentucky,63,P,,,,
3/6/2025,Georgia St,80,Ga Southern,71,P,"Pensacola,",FL,,
3/6/2025,Valparaiso,67,IL Chicago,50,P,St.,"Louis,",MO,
3/6/2025,Old Dominion,64,Texas St,61,P,"Pensacola,",FL,,
3/6/2025,San Diego,81,Pacific,77,P,"Paradise,",NV,,
3/6/2025,@Robert Morris,83,Wright St,62,P,,,,
3/6/2025,Oakland,72,@WI Milwaukee,64,P,,,,
3/6/2025,Utah Valley,73,@Abilene Chr,60,,,,,
3/6/2025,@Cal Baptist,68,Tarleton St,48,,,,,
3/6/2025,@Grand Canyon,90,Utah Tech,68,,,,,
3/6/2025,New Mexico St,67,@Louisiana Tech,55,,,,,
3/6/2025,@Manhattan,90,Sacred Heart,74,,,,,
3/6/2025,Merrimack,75,@Marist,53,,,,,
3/6/2025,Liberty,86,@MTSU,81,,,,,
3/6/2025,@Rider,78,Canisius,50,,,,,
3/6/2025,@Sam Houston St,89,UTEP,87,,,,,
3/6/2025,@Siena,68,Fairfield,64,,,,,
3/6/2025,Seattle,62,@Southern Utah,39,,,,,
3/6/2025,@UC San Diego,70,Long Beach St,63,,,,,
3/6/2025,@WKU,76,Florida Intl,67,,,,,
3/6/2025,@Quinnipiac,79,Mt St Mary's,70,,,,,
3/6/2025,@CS Bakersfield,76,Hawaii,64,,,,,
3/6/2025,@Cal Poly,100,CS Fullerton,61,,,,,
3/6/2025,Alcorn St,72,@MS Valley St,64,,,,,
3/6/2025,@Coppin St,82,Morgan St,75,O1,,,,
3/6/2025,Jackson St,76,@Ark Pine Bluff,69,,,,,
3/6/2025,@Delaware St,75,MD E Shore,68,,,,,
3/6/2025,Niagara,78,@St Peter's,68,O1,,,,
3/6/2025,Alabama St,66,@Southern Univ,65,,,,,
3/6/2025,UC Irvine,88,@UC Davis,59,,,,,
3/6/2025,@UC Riverside,94,CS Northridge,79,,,,,
3/7/2025,Dayton,79,@VCU,76,,,,,
3/7/2025,@Illinois,88,Purdue,80,,,,,
3/7/2025,@Memphis,84,South Florida,68,,,,,
3/7/2025,@New Mexico,81,UNLV,67,,,,,
3/7/2025,Colorado St,83,@Boise St,73,,,,,
3/7/2025,UNC Asheville,80,Charleston So,60,P,Johnson,"City,",TN,
3/7/2025,Delaware,80,Stony Brook,76,P,"Washington,",DC,,
3/7/2025,Hofstra,77,NC A&T,55,P,"Washington,",DC,,
3/7/2025,Winthrop,88,Longwood,79,P,Johnson,"City,",TN,
3/7/2025,Mercer,67,W Carolina,66,P,"Asheville,",NC,,
3/7/2025,South Dakota,85,N Dakota St,84,P,Sioux,"Falls,",SD,
3/7/2025,Radford,74,Presbyterian,69,PO1,Johnson,"City,",TN,
3/7/2025,High Point,85,Gardner Webb,64,P,Johnson,"City,",TN,
3/7/2025,Belmont,76,Illinois St,63,P,St.,"Louis,",MO,
3/7/2025,Old Dominion,61,Appalachian St,56,P,"Pensacola,",FL,,
3/7/2025,SE Missouri St,78,Ark Little Rock,59,P,"Evansville,",IN,,
3/7/2025,Bradley,70,Murray St,62,P,St.,"Louis,",MO,
3/7/2025,Loy Marymount,100,San Diego,74,P,"Paradise,",NV,,
3/7/2025,Marshall,79,Georgia St,76,P,"Pensacola,",FL,,
3/7/2025,VMI,73,Citadel,62,P,"Asheville,",NC,,
3/7/2025,North Dakota,85,S Dakota St,69,P,Sioux,"Falls,",SD,
3/7/2025,Valparaiso,64,Northern Iowa,63,P,St.,"Louis,",MO,
3/7/2025,Pepperdine,86,Portland,73,P,"Paradise,",NV,,
3/7/2025,Drake,70,S Illinois,53,P,St.,"Louis,",MO,
3/7/2025,SIUE,71,Tennessee St,69,P,"Evansville,",IN,,
3/7/2025,@Akron,88,Buffalo,70,,,,,
3/7/2025,W Michigan,64,@Bowling Green,63,,,,,
3/7/2025,N Illinois,83,@C Michigan,81,O2,,,,
3/7/2025,@Kent,76,E Michigan,70,,,,,
3/7/2025,@Miami OH,79,Ball St,66,,,,,
3/7/2025,@Toledo,96,Ohio,82,,,,,
3/8/2025,@Cornell,100,Columbia,81,,,,,
3/8/2025,@San Diego St,80,Nevada,61,,,,,
3/8/2025,TX Southern,80,@Prairie View,68,,,,,
3/8/2025,@Clemson,65,Virginia Tech,47,,,,,
3/8/2025,@Notre Dame,112,California              1,10,O4,,,,
3/8/2025,@Louisville,68,Stanford,48,,,,,
3/8/2025,George Mason,64,@Richmond,60,,,,,
3/8/2025,@Rhode Island,86,Fordham,67,,,,,
3/8/2025,@St Louis,90,Duquesne,88,O1,,,,
3/8/2025,St Bonaventure,64,@Davidson,61,,,,,
3/8/2025,@San Jose St,92,Fresno St,68,,,,,
3/8/2025,Penn St,86,@Wisconsin,75,,,,,
3/8/2025,@UCLA,90,USC,63,,,,,
3/8/2025,@Maryland,74,Northwestern,61,,,,,
3/8/2025,@Indiana,66,Ohio St,60,,,,,
3/8/2025,@Wake Forest,69,Georgia Tech,43,,,,,
3/8/2025,Loyola-Chicago,74,@Massachusetts,51,,,,,
3/8/2025,@Miami FL,72,NC State,70,,,,,
3/8/2025,@La Salle,81,St Joseph's PA,74,,,,,
3/8/2025,@Pittsburgh,93,Boston College,67,,,,,
3/8/2025,Duke,82,@North Carolina,69,,,,,
3/8/2025,@Syracuse,84,Virginia,70,,,,,
3/8/2025,@Oklahoma St,78,Cincinnati,67,,,,,
3/8/2025,@West Virginia,72,UCF,65,,,,,
3/8/2025,Houston,65,@Baylor,61,,,,,
3/8/2025,@Colorado,76,TCU,56,,,,,
3/8/2025,Texas Tech,85,@Arizona St,57,,,,,
3/8/2025,Iowa St,73,@Kansas St,57,,,,,
3/8/2025,@BYU,85,Utah,74,,,,,
3/8/2025,@Kansas,83,Arizona,76,,,,,
3/8/2025,Alabama St,59,@Grambling,47,,,,,
3/8/2025,@Florida St,76,SMU,69,,,,,
3/8/2025,Drexel,91,Elon,74,P,"Washington,",DC,,
3/8/2025,Wofford,72,ETSU,60,P,"Asheville,",NC,,
3/8/2025,Furman,95,Samford,78,P,"Asheville,",NC,,
3/8/2025,Hampton,70,Northeastern,65,P,"Washington,",DC,,
3/8/2025,St Francis PA,71,@LIU Brooklyn,68,P,,,,
3/8/2025,@Maine,72,MA Lowell,64,P,,,,
3/8/2025,Drake,57,Belmont,50,P,St.,"Louis,",MO,
3/8/2025,High Point,76,Radford,73,P,Johnson,"City,",TN,
3/8/2025,@SUNY Albany,69,Binghamton,66,P,,,,
3/8/2025,Arkansas St,77,Marshall,74,P,"Pensacola,",FL,,
3/8/2025,Bradley,70,Valparaiso,65,P,St.,"Louis,",MO,
3/8/2025,@Bryant,85,UMBC,74,P,,,,
3/8/2025,Weber St,83,CS Sacramento,70,P,"Boise,",ID,,
3/8/2025,Washington St,94,Loy Marymount,77,P,"Paradise,",NV,,
3/8/2025,Chattanooga,76,Mercer,61,P,"Asheville,",NC,,
3/8/2025,Monmouth NJ,65,Hofstra,60,P,"Washington,",DC,,
3/8/2025,Winthrop,86,UNC Asheville,67,P,Johnson,"City,",TN,
3/8/2025,VMI,64,UNC Greensboro,57,P,"Asheville,",NC,,
3/8/2025,NE Omaha,100,South Dakota,75,P,Sioux,"Falls,",SD,
3/8/2025,Delaware,79,Campbell,62,P,"Washington,",DC,,
3/8/2025,@Central Conn,76,F Dickinson,72,PO1,,,,
3/8/2025,Northern Arizona,66,E Washington,53,P,"Boise,",ID,,
3/8/2025,@Vermont,64,New Hampshire,57,P,,,,
3/8/2025,St Thomas MN,85,North Dakota,69,P,Sioux,"Falls,",SD,
3/8/2025,Troy,75,Old Dominion,59,P,"Pensacola,",FL,,
3/8/2025,Pepperdine,77,Oregon St,73,P,"Paradise,",NV,,
3/8/2025,SIUE,69,SE Missouri St,48,P,"Evansville,",IN,,
3/8/2025,@Abilene Chr,82,Grand Canyon,81,O1,,,,
3/8/2025,@Cal Baptist,70,UT Arlington,68,,,,,
3/8/2025,@Fairfield,83,Quinnipiac,74,,,,,
3/8/2025,@Iona,90,Sacred Heart,88,,,,,
3/8/2025,Kennesaw,74,@Jacksonville St,70,,,,,
3/8/2025,@Louisiana Tech,76,UTEP,58,,,,,
3/8/2025,@Manhattan,78,Siena,66,,,,,
3/8/2025,@MTSU,78,Florida Intl,56,,,,,
3/8/2025,@Mt St Mary's,62,Marist,52,,,,,
3/8/2025,@Rider,77,Niagara,76,,,,,
3/8/2025,@Sam Houston St,76,New Mexico St,69,,,,,
3/8/2025,@St Peter's,70,Canisius,62,,,,,
3/8/2025,Utah Valley,71,@Tarleton St,66,,,,,
3/8/2025,Seattle,70,@Utah Tech,65,,,,,
3/8/2025,Liberty,90,@WKU,61,,,,,
3/8/2025,Kentucky,91,@Missouri,83,,,,,
3/8/2025,Texas A&M,66,@LSU,52,,,,,
3/8/2025,@Georgia,79,Vanderbilt,68,,,,,
3/8/2025,@Florida,90,Mississippi,71,,,,,
3/8/2025,Alabama,93,@Auburn,91,O1,,,,
3/8/2025,@Arkansas,93,Mississippi St,92,,,,,
3/8/2025,Cal Poly,83,@Long Beach St,69,,,,,
3/8/2025,UC Riverside,64,@CS Fullerton,59,,,,,
3/8/2025,Alcorn St,65,@Ark Pine Bluff,63,,,,,
3/8/2025,@Harvard,66,Dartmouth,58,,,,,
3/8/2025,@CS Northridge,82,Hawaii,73,,,,,
3/8/2025,Jackson St,66,@MS Valley St,62,,,,,
3/8/2025,@Princeton,95,Penn,71,,,,,
3/8/2025,@Bethune-Cookman,76,Florida A&M,75,,,,,
3/8/2025,@Southern Univ,71,Alabama A&M,57,,,,,
3/8/2025,@Tennessee,75,South Carolina,65,,,,,
3/8/2025,Oklahoma,76,@Texas,72,,,,,
3/8/2025,UC Irvine,97,@UC Santa Barbara,88,,,,,
3/8/2025,UC San Diego,68,@UC Davis,57,,,,,
3/8/2025,@Utah St,87,Air Force,47,,,,,
3/8/2025,Yale,70,@Brown,61,,,,,
3/8/2025,@Creighton,87,Butler,74,,,,,
3/8/2025,St John's,86,@Marquette,84,O1,,,,
3/8/2025,@Xavier,76,Providence,68,,,,,
3/8/2025,@Connecticut,81,Seton Hall,50,,,,,
3/8/2025,@DePaul,83,Georgetown,77,,,,,
3/9/2025,@Temple,66,North Texas,61,,,,,
3/9/2025,@Tulane,85,UAB,68,,,,,
3/9/2025,Tulsa,73,@Wichita St,63,,,,,
3/9/2025,UT San Antonio,83,@Charlotte,80,,,,,
3/9/2025,@FL Atlantic,81,East Carolina,53,,,,,
3/9/2025,Oregon,80,@Washington,73,O1,,,,
3/9/2025,@Rutgers,75,Minnesota,67,O1,,,,
3/9/2025,Iowa,83,@Nebraska,68,,,,,
3/9/2025,@Michigan St,79,Michigan,62,,,,,
3/9/2025,Incarnate Word,71,SE Louisiana,67,PO1,Lake,"Charles,",LA,
3/9/2025,Wofford,85,VMI,65,P,"Asheville,",NC,,
3/9/2025,High Point,81,Winthrop,69,P,Johnson,"City,",TN,
3/9/2025,TAM C. Christi,62,Houston Chr,48,P,Lake,"Charles,",LA,
3/9/2025,@Lipscomb,76,North Alabama,65,P,,,,
3/9/2025,@American Univ,72,Colgate,62,P,,,,
3/9/2025,Arkansas St,74,South Alabama,71,P,"Pensacola,",FL,,
3/9/2025,Drake,63,Bradley,48,P,St.,"Louis,",MO,
3/9/2025,Navy,83,@Bucknell,77,P,,,,
3/9/2025,Col Charleston,79,Monmouth NJ,78,PO1,"Washington,",DC,,
3/9/2025,Montana,74,Northern Arizona,65,P,"Boise,",ID,,
3/9/2025,UNC Wilmington,79,Hampton,65,P,"Washington,",DC,,
3/9/2025,NE Omaha,85,St Thomas MN,75,P,Sioux,"Falls,",SD,
3/9/2025,Delaware,100,William & Mary,78,P,"Washington,",DC,,
3/9/2025,Towson,82,Drexel,76,P,"Washington,",DC,,
3/9/2025,Furman,80,Chattanooga,77,PO1,"Asheville,",NC,,
3/9/2025,N Colorado,76,Weber St,52,P,"Boise,",ID,,
3/9/2025,Pepperdine,78,Santa Clara,76,P,"Paradise,",NV,,
3/9/2025,San Francisco,86,Washington St,75,P,"Paradise,",NV,,
3/9/2025,Troy,79,James Madison,60,P,"Pensacola,",FL,,
3/10/2025,Youngstown St,56,Cleveland St,54,P,"Indianapolis,",IN,,
3/10/2025,Montana St,80,Idaho St,60,P,"Boise,",ID,,
3/10/2025,Idaho,80,Portland St,70,P,"Boise,",ID,,
3/10/2025,Robert Morris,79,Oakland,76,PO1,"Indianapolis,",IN,,
3/10/2025,Northwestern LA,66,TAM C. Christi,63,P,Lake,"Charles,",LA,
3/10/2025,Delaware,82,Towson,72,P,"Washington,",DC,,
3/10/2025,Troy,94,Arkansas St,81,P,"Pensacola,",FL,,
3/10/2025,Wofford,92,Furman,85,P,"Asheville,",NC,,
3/10/2025,UNC Wilmington,68,Col Charleston,67,P,"Washington,",DC,,
3/10/2025,Nicholls St,74,Incarnate Word,70,PO1,Lake,"Charles,",LA,
3/10/2025,St Mary's CA,74,Pepperdine,59,P,"Paradise,",NV,,
3/10/2025,Gonzaga,85,San Francisco,76,P,"Paradise,",NV,,
3/11/2025,Kansas St,71,Arizona St,66,P,Kansas,"City,",MO,
3/11/2025,Grambling,73,Alabama A&M,56,P,College,"Park,",GA,
3/11/2025,@Bryant,91,SUNY Albany,78,P,,,,
3/11/2025,California,82,Virginia Tech,73,PO2,"Charlotte,",NC,,
3/11/2025,Maine,57,@Vermont,42,P,,,,
3/11/2025,St Francis PA,46,@Central Conn,43,P,,,,
3/11/2025,UCF,87,Utah,72,P,Kansas,"City,",MO,
3/11/2025,Cincinnati,87,Oklahoma St,68,P,Kansas,"City,",MO,
3/11/2025,Colorado,69,TCU,67,P,Kansas,"City,",MO,
3/11/2025,Sacred Heart,71,Fairfield,58,P,Atlantic,"City,",NJ,
3/11/2025,Florida A&M,75,Prairie View,66,P,College,"Park,",GA,
3/11/2025,Florida Intl,64,WKU,61,P,"Huntsville,",AL,,
3/11/2025,Syracuse,66,Florida St,62,P,"Charlotte,",NC,,
3/11/2025,Notre Dame,55,Pittsburgh,54,P,"Charlotte,",NC,,
3/11/2025,Rider,78,Siena,76,P,Atlantic,"City,",NJ,
3/11/2025,UTEP,79,Sam Houston St,65,P,"Huntsville,",AL,,
3/11/2025,@Utah Tech,72,Southern Utah,65,P,St.,"George,",UT,
3/11/2025,Gonzaga,58,St Mary's CA,51,P,"Paradise,",NV,,
3/11/2025,UNC Wilmington,76,Delaware,72,P,"Washington,",DC,,
3/11/2025,@McNeese St,83,Northwestern LA,64,P,Lake,"Charles,",LA,
3/11/2025,Robert Morris,89,Youngstown St,78,P,"Indianapolis,",IN,,
3/11/2025,N Colorado,72,Montana St,45,P,"Boise,",ID,,
3/11/2025,Lamar,58,Nicholls St,55,P,Lake,"Charles,",LA,
3/11/2025,Montana,78,Idaho,55,P,"Boise,",ID,,
3/12/2025,La Salle,78,Massachusetts,71,P,"Washington,",DC,,
3/12/2025,Mississippi St,91,LSU,62,P,"Nashville,",TN,,
3/12/2025,Arkansas,72,South Carolina,68,P,"Nashville,",TN,,
3/12/2025,Butler,75,Providence,69,P,New,"York,",NY,
3/12/2025,Cal Poly,86,UC Davis,76,P,"Henderson,",NV,,
3/12/2025,UC Santa Barbara,71,CS Bakersfield,66,P,"Henderson,",NV,,
